FACILITY_ID,FACILITY_NAME,ADDRESS,CITYTOWN,STATE,ZIP_CODE,COUNTY_PARISH,TELEPHONE_NUMBER,HOSPITAL_TYPE,HOSPITAL_OWNERSHIP,EMERGENCY_SERVICES,BIRTHING_FRIENDLY_HOSPITAL,LATITUDE,LONGITUDE
330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,NY,10029,NEW YORK,(212) 360-3600,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,FALSE,,
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,(212) 519-5000,Acute Care Hospitals,Government - Local,TRUE,TRUE,40.88037,-73.88106
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,(718) 604-5789,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,40.65944,-73.93355
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,(718) 613-4000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,40.67823,-73.93737
330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,KINGS,(718) 780-3031,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40.66776,-73.97899
330409,THE BURDETT CARE CENTER,2215 BURDETT AVE,TROY,NY,12180,RENSSELAER,(518) 271-3655,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,42.73336,-73.67267
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,(914) 331-3131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41.92666,-73.99484
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,Acute Care - Veterans Administration,Veterans Health Administration,FALSE,FALSE,,
330084,ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 483-3000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,44.85674,-74.29129
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,(315) 798-8100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,43.08217,-75.26611
330223,MASSENA HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 769-4234,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,44.93623,-74.90874
334068,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,ST. LAWRENCE,(315) 713-5210,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,44.69159,-75.49989
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-3351,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,44.16241,-75.0563
330163,EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,521 EAST AVENUE,LOCKPORT,NY,14094,NIAGARA,(716) 514-5700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,43.17737,-78.67114
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,(585) 786-8940,Acute Care Hospitals,Government - Local,TRUE,FALSE,42.7543,-78.13107
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,(585) 760-6500,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,FALSE,43.113,-77.61799
330800,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Rural Emergency Hospital,Voluntary non-profit - Private,TRUE,FALSE,42.37433,-77.27891
390157,HERITAGE VALLEY KENNEDY,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,ALLEGHENY,(412) 777-6161,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,40.4726,-80.09114
394054,EAST END BEHAVIORAL HEALTH HOSPITAL,225 PENN AVENUE SECOND FLOOR,PITTSBURGH,PA,15221,ALLEGHENY,(412) 247-2400,Psychiatric,Proprietary,FALSE,FALSE,40.44674,-79.89175
390008,ELLWOOD CITY MEDICAL CENTER,724 PERSHING STREET,ELLWOOD CITY,PA,16117,LAWRENCE,(724) 752-0081,Acute Care Hospitals,Proprietary,TRUE,FALSE,40.86997,-80.27566
390130,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,HASTINGS,PA,16646,CAMBRIA,(814) 247-3100,Acute Care Hospitals,Proprietary,TRUE,TRUE,40.65807,-78.70527
390104,UPMC KANE,4372 ROUTE 6,KANE,PA,16735,MC KEAN,(814) 837-8585,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,41.67177,-78.81707
390052,PENN HIGHLANDS CLEARFIELD,809 TURNPIKE AVE,CLEARFIELD,PA,16830,CLEARFIELD,(814) 768-2497,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,41.0329,-78.4495
390071,UPMC LOCK HAVEN,24 CREE DRIVE,LOCK HAVEN,PA,17745,CLINTON,(570) 893-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41.1316,-77.47021
390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,17801,NORTHUMBERLND,(570) 286-3333,Acute Care Hospitals,Proprietary,FALSE,TRUE,40.86193,-76.77802
390314,LVH- COORDINATED BETHLEHEM,2310 HIGHLAND AVENUE,BETHLEHEM,PA,18017,NORTHAMPTON,(610) 691-4300,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,40.67312,-75.36546
394047,KIDSPEACE ORCHARD HILLS CAMPUS,5300 KIDSPEACE DRIVE,OREFIELD,PA,18069,LEHIGH,(610) 799-8800,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,40.64878,-75.61347
390019,PALMERTON HOSPITAL,135 LAFAYETTE AVENUE,PALMERTON,PA,18071,CARBON,(610) 826-3141,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,40.80297,-75.61503
390197,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,421 CHEW STREET,ALLENTOWN,PA,18102,LEHIGH,(610) 776-4900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40.60831,-75.46846
390321,LVH- COORDINATED ALLENTOWN,1503 CEDAR CREST BOULEVARD,ALLENTOWN,PA,18104,LEHIGH,(610) 871-9110,Acute Care Hospitals,Proprietary,FALSE,TRUE,40.61275,-75.52923
390194,ST LUKE'S HOSPITAL - LEHIGHTON,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,(607) 377-1300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40.83308,-75.7259
390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,LACKAWANNA,(570) 340-2100,Acute Care Hospitals,Proprietary,TRUE,TRUE,41.41069,-75.65057
390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,(570) 759-5020,Acute Care Hospitals,Proprietary,TRUE,FALSE,41.07095,-76.23093
390192,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,WYOMING,(570) 836-2161,Acute Care Hospitals,Proprietary,TRUE,TRUE,41.5776,-75.96941
394039,FIRST HOSPITAL OF WYOMING VALLEY,562 WYOMING AVENUE,KINGSTON,PA,18704,LUZERNE,(570) 552-3900,Psychiatric,Proprietary,FALSE,FALSE,41.26971,-75.88923
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,PA,18848,BRADFORD,(570) 265-2191,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41.78405,-76.44815
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,DELAWARE,(215) 284-8100,Acute Care Hospitals,Proprietary,TRUE,TRUE,39.95476,-75.2836
390312,"CANCER TREATMENT CENTERS OF AMERICA, PHILADELPHIA",1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,PHILADELPHIA,(215) 537-7400,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,40.01881,-75.09946
390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,CHESTER,(610) 383-8000,Acute Care Hospitals,Proprietary,TRUE,TRUE,40.01013,-75.78613
394062,HAVEN BEHAVIORAL HOSPITAL OF WEST CHESTER,400 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,(484) 835-2050,Psychiatric,Proprietary,FALSE,FALSE,,
390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,CHESTER,(610) 869-1000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,39.82204,-75.88773
210055,LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,LAUREL,MD,20707,PRINCE GEORGES,(301) 725-4300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,39.0868,-76.88121
210006,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH  UNION AVENUE,HAVRE DE GRACE,MD,21078,HARFORD,(443) 643-3303,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,39.54309,-76.09084
210068,BALTIMORE CONVENTION CENTER ALTERNATE CARE SITE,1 WEST PRATT STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 649-6100,Acute Care Hospitals,Government - State,FALSE,FALSE,,
210013,"GRACE MEDICAL CENTER, INC",2000 W BALTIMORE STREET,BALTIMORE,MD,21223,BALTIMORE CITY,(410) 362-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,39.28835,-76.64925
490147,INOVA SPECIALTY HOSPITAL,"2501 PARKERS LANE, 4TH FLOOR",ALEXANDRIA,VA,22306,FAIRFAX,(571) 547-3600,Acute Care Hospitals,Proprietary,FALSE,FALSE,38.73973,-77.07705
493302,CHILDREN'S HOSPITAL OF RICHMOND,2924 BROOK ROAD,RICHMOND,VA,23220,RICHMOND CITY,(804) 321-7474,Childrens,Voluntary non-profit - Private,FALSE,FALSE,,
490148,BON SECOURS HARBOUR VIEW MEDICAL CENTER,1020 BON SECOURS DRIVE,SUFFOLK,VA,23435,SUFFOLK CITY,(757) 673-5917,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,,
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,NORFOLK CITY,(757) 889-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,36.89948,-76.28162
49005F,633RD MEDICAL GROUP (JOINT BASE LANGLEY-EUSTIS),77 NEALY AVE - JOINT BASE LANGLEY-EUSTIS,LANGLEY,VA,23665,HAMPTON CITY,(757) 225-7630,Acute Care - Department of Defense,Department of Defense,TRUE,FALSE,,
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,NORTON,VA,24273,NORTON CITY,(276) 439-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,36.93296,-82.64198
510071,BLUEFIELD REGIONAL MEDICAL CENTER,500 CHERRY ST,BLUEFIELD,WV,24701,MERCER,(304) 327-1100,Acute Care Hospitals,Proprietary,TRUE,FALSE,37.25573,-81.23551
510031,SAINT FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,WV,25301,KANAWHA,(304) 347-6500,Acute Care Hospitals,Proprietary,TRUE,FALSE,38.35346,-81.63324
510039,OHIO VALLEY MEDICAL CENTER,2000 EOFF STREET,WHEELING,WV,26003,OHIO,(304) 234-0123,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,40.06007,-80.72168
510092,ACUITY SPECIALTY HOSPITAL OF MORGANTOWN,"1200 JD ANDERSON DRIVE, 4TH FLOOR",MORGANTOWN,WV,26505,MONONGALIA,(304) 598-1506,Acute Care Hospitals,Proprietary,FALSE,FALSE,39.66362,-79.94694
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,MARION,(304) 367-7100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,39.48367,-80.16135
340187,DAVIE MEDICAL CENTER,329 NC HWY 801 N,BERMUDA RUN,NC,27006,DAVIE,(336) 751-8100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,36.0094,-80.44759
344027,RJ BLACKLEY ALCOHOL AND DRUG ABUSE TREATMENT CTR,"BLDG 29, 30 BARRETT BLDG, 100 H STREET",BUTNER,NC,27509,GRANVILLE,(919) 575-7240,Psychiatric,Government - State,FALSE,FALSE,,
344028,STRATEGIC BEHAVORIAL CENTER-GARNER,3200 WATERFIELD DRIVE,GARNER,NC,27529,WAKE,(919) 800-4400,Psychiatric,Proprietary,FALSE,FALSE,35.67803,-78.56141
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,(919) 954-3000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,35.82853,-78.61813
340192,JAMES E DAVIS AMBULATORY SURGICAL CENTER,120 E. CARVER STREET,DURHAM,NC,27704,DURHAM,(222) 333-4444,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,BEAUFORT,(252) 975-4100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,35.54922,-77.03784
340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,MARTIN,(252) 809-6179,Acute Care Hospitals,Government - Local,TRUE,TRUE,35.83979,-77.07225
340193,CAROLINA CENTER FOR SPECIALTY SURGERY,1822 BRUNSWICK AVE,CHARLOTTE,NC,28207,MECKLENBURG,(704) 831-4410,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
340191,WILMINGTON HEALTH PLLC,1202 MEDICAL CENTER DRIVE,WILMINGTON,NC,28401,NEW HANOVER,(910) 341-3384,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,IREDELL,(704) 873-0281,Acute Care Hospitals,Proprietary,TRUE,FALSE,35.81843,-80.82871
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,ORANGEBURG,(803) 533-2460,Acute Care Hospitals,Government - Local,TRUE,TRUE,33.54027,-80.83046
424013,THE WILLIAM J MCCORD ADOLESCENT TREATMENT FACILITY,910 COOK ROAD,ORANGEBURG,SC,29118,ORANGEBURG,(803) 534-2328,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,33.53587,-80.82221
420111,SURGERY CENTER OF CHARLESTON,1849 SAVAGE RD,CHARLESTON,SC,29407,CHARLESTON,(843) 576-0774,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
420117,MUSC HEALTH BLACK RIVER MEDICAL CENTER,3555 WILLIAMSBURG COUNTY HIGHWAY,CADES,SC,29518,WILLIAMSBURG,(843) 792-1414,Acute Care Hospitals,Government - State,,,,
420057,MCLEOD MEDICAL CENTER - DARLINGTON,701 CASHUA FERRY ROAD,DARLINGTON,SC,29540,DARLINGTON,(843) 777-1100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,34.31333,-79.8398
421303,WILLIAMSBURG REGIONAL HOSPITAL,500 NELSON BOULEVARD,KINGSTREE,SC,29556,WILLIAMSBURG,(843) 355-8888,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,33.66002,-79.8186
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,(843) 374-2036,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,33.88069,-79.76044
420113,SURGERY CENTER OF EDGEWATER,2536 LENGERS WAY,FORT MILL,SC,29707,LANCASTER,(803) 802-8480,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
420112,CENTER FOR COLON AND DIGESTIVE DISEASES LLC,"103 GREGG AVE NW, SUITE 100",AIKEN,SC,29801,AIKEN,(111) 222-3333,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110238,WINDWARD SURGERY CENTER,12425 MORRIS RD,ALPHARETTA,GA,30005,FULTON,(770) 844-3242,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110241,SURGICARE GWINNETT LLC,"367 ATHENS HWY, BLD 100 SUITE B",LOGANVILLE,GA,30052,WALTON,(111) 222-3333,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110239,JOHNS CREEK CENTER FOR PAIN AND SPINE,"6300 HOSPITAL PKWY, STE 425",JOHNS CREEK,GA,30097,GWINNETT,(770) 380-8299,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110240,GRIFFIN CENTER FOR PAIN AND SPINE,"619 S 8TH ST, SUITE 302",GRIFFIN,GA,30224,SPALDING,(770) 380-8299,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110115,WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE",ATLANTA,GA,30312,FULTON,(404) 265-4000,Acute Care Hospitals,Proprietary,TRUE,TRUE,33.76295,-84.37339
110243,MIDTOWN UROLOGY SURGICAL CENTER,1924 PIEDMONT ROAD NE,ATLANTA,GA,30324,FULTON,(404) 874-5902,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,FANNIN,(706) 632-3711,Acute Care Hospitals,Proprietary,TRUE,TRUE,34.91774,-84.37464
111338,BLUE RIDGE MEDICAL CENTER,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,FANNIN,(706) 632-3711,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,34.91774,-84.37464
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,JACKSON,(706) 335-1100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,34.2194,-83.46901
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,(478) 783-0200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,32.29785,-83.48512
110256,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,PULASKI,(478) 783-0200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,32.29785,-83.48512
110242,ASSOCIATES SURGERY CENTER,864 FIRST ST,MACON,GA,31201,BIBB,(314) 712-2462,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
110253,SOUTH GEORGIA SPECIALTY HOSPITAL,2000 PALMYRA RD 3RD FLOOR,ALBANY,GA,31701,DOUGHERTY,(706) 392-5556,Acute Care Hospitals,Proprietary,FALSE,FALSE,31.60659,-84.16941
110130,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,IRWIN,(229) 468-3845,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,TRUE,31.60338,-83.251
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,COLUMBIA,(386) 292-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,30.19313,-82.63276
100331,OUTPATIENT SERVICE PROVIDERS LLC,9726 TOUCHTON RD,JACKSONVILLE,FL,32246,DUVAL,(904) 349-8679,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100106,DOCTORS MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,PERRY,FL,32348,TAYLOR,(850) 584-0800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,30.12012,-83.59332
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,32435,WALTON,(850) 951-4500,Acute Care Hospitals,Proprietary,TRUE,FALSE,30.65972,-86.11795
100345,"NORTHWEST FLORIDA SURGICAL CENTER, INC.",4600 N DAVIS HWY,PENSACOLA,FL,32520,ESCAMBIA,(636) 980-6500,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100048,JAY HOSPITAL,14114 ALABAMA ST,JAY,FL,32565,SANTA ROSA,(850) 675-4532,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,30.94985,-87.15127
104027,WEST FLORIDA COMMUNITY CARE CENTER,5500 STEWART ST,MILTON,FL,32570,SANTA ROSA,(904) 623-4990,Psychiatric,Government - State,FALSE,FALSE,30.63438,-87.04253
100338,OPEN ACCESS VASCULAR ACCESS CENTER INC,16401 NW 2ND AVE,MIAMI,FL,33169,MIAMI-DADE,(999) 999-9999,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
104085,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-SOUTH,4905 PARK RIDGE BLVD,BOYNTON BEACH,FL,33426,PALM BEACH,(954) 354-8632,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,,
100342,JUPITER OUTPATIENT SURGERY CENTER LLC,"2055 NORTH MILITARY TRAIL, SUITE 100",JUPITER,FL,33458,PALM BEACH,(561) 630-5277,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100343,"SUN CITY CENTER AMBULATORY SURGERY CENTER, LLC",916 CYPRESS VILLAGE BLVD.,RUSKIN,FL,33573,HILLSBOROUGH,(813) 549-2134,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100344,ARMENIA AMBULATORY SURGICAL CENTER LLC,4703 N ARMENIA AVE,TAMPA,FL,33603,HILLSBOROUGH,(813) 549-2134,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100339,BIOSPINE LLC,5301 AVION PARK DR,TAMPA,FL,33607,HILLSBOROUGH,(904) 252-5025,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100341,FLORIDA SPECIALTY SURGERY CENTER LLC,6345 54TH AVE N,SAINT PETERSBURG,FL,33709,PINELLAS,(832) 775-4109,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
100070,VENICE REGIONAL BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,SARASOTA,(941) 485-7711,Acute Care Hospitals,Proprietary,TRUE,TRUE,27.09116,-82.44509
104087,NORTH PORT BEHAVIORAL HEALTH,4501 CITIZENS PARKWAY,NORTH PORT,FL,34288,SARASOTA,(850) 212-0217,Psychiatric,Proprietary,FALSE,FALSE,,
100332,BLUE WATER SURGERY CENTER,6830 US HIGHWAY 1,PORT ST LUCIE,FL,34952,ST. LUCIE,(772) 519-1501,Acute Care Hospitals,Proprietary,FALSE,FALSE,,
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE,CARROLLTON,AL,35447,PICKENS,(205) 367-8111,Acute Care Hospitals,Government - Local,TRUE,FALSE,33.27448,-88.08864
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,(334) 688-7271,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,31.88865,-85.15641
10038,STRINGFELLOW CAMPUS OF NORTHEAST RMC,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,(256) 235-8900,Acute Care Hospitals,Proprietary,TRUE,FALSE,33.66824,-85.82371
